External_Id__c,Owner.External_Id__c,Account.External_Id__c,Subject,Description,Status_Options,First_Contact_Close__c,DateTime_Opened_c__c,DateTime_Closed_c__c,Status,Product_Family_KB__c,CSAT__c,Origin,Priority,Reason,Type_of_Support__c,Milestone_Status__c,BusinessHours.Name
W_Case.00190,W_User.00009,W_Account.00001,How do I troubleshoot a product issue?,"I've been having a little trouble with your product, and I'm wondering if I can get some help figuring it out.",New,false,2015-01-30 19:01:27,2015-02-06 19:01:27,New,Hotspot Services,0,Email,Low,Feature Request,Standard,Open - Compliant,Asia
W_Case.00191,W_User.00005,W_Account.00030,I need to pay my invoice.,It looks like I accidentally forgot to pay my invoice this month.  What's the quickest way to do this?,Closed,false,2015-07-09 19:57:04,2015-07-23 19:57:04,Closed,Home Theatre,93,Website,Low,Feature Request,Premium,Closed - Compliant,North America
W_Case.00192,W_User.00013,W_Account.00090,Customer would like to upgrade,"The customer is happy with our service and is interested in upgrading, but needs help.",On Hold,true,2016-04-22 01:14:11,2016-04-24 01:14:11,On Hold,Consumer,0,Website,Low,Hardware Issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00193,W_User.00011,W_Account.00010,Question about my invoice,There appears to be an error on my invoice. Can you help me correct it so I can get it paid?,On Hold,false,2016-02-24 05:23:19,2016-03-01 05:23:19,On Hold,Consumer,0,Facebook,Low,Hardware Issue,Standard,Open - Compliant,Asia
W_Case.00194,W_User.00001,W_Account.00061,Can you expedite my order?,I need to receive my order right away.  Is there a way you can expedite it?,Attention,false,2016-03-11 17:19:41,2016-03-21 17:19:41,Attention,Hotspot Services,0,Website,Low,Existing problem,Premium,Open - Compliant,North America
W_Case.00195,W_User.00016,W_Account.00084,I need to pay my invoice.,It seems I have an invoice that's overdue.  What's the best way to go about paying this quickly?,Working,false,2016-02-04 16:38:39,2016-02-08 16:38:39,Working,Consumer,0,Twitter,Medium,Problem Resolved,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00196,W_User.00015,W_Account.00001,Question on my most recent order.,"I recently received my order, but the invoice had the wrong date on it  Can you please look into this for me?  Thank you!",Working,false,2015-08-19 20:49:43,2015-09-02 20:49:43,Working,Consumer,0,Phone,Low,Documentation Issue,Standard,Open - Compliant,Asia
W_Case.00197,W_User.00002,W_Account.00071,Where do I submit a product suggestion?,I'd have an idea for an improvement to one of your products.  What's the best way for me to get this into your feature planning process?,Closed in Community,false,2015-11-10 14:36:53,2015-11-16 14:36:53,Closed in Community,Speakers,93,Mobile Device,Low,Mail delivery issue,Standard,Closed - Compliant,Asia
W_Case.00198,W_User.00006,W_Account.00014,Initiating return process.,Customer is having issues with the product and would like to initiate a return.,On Hold,false,2016-12-13 10:15:55,2016-12-22 10:15:55,On Hold,Headphones,0,Email,Low,Problem Resolved,Standard,Open - Compliant,Europe and the Middle East
W_Case.00199,W_User.00016,W_Account.00060,I have a product suggestion.,"As a user of your products, I have an idea that I think would your products more flexible would show tremendous value.",New,false,2016-04-05 12:31:17,2016-04-11 12:31:17,New,Hotspot Services,0,Phone,High,Hardware Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00200,W_User.00010,W_Account.00055,How do I become a partner?,I'm interested in becoming one of your partners.  How do I go about doing this?,Closed,false,2016-12-12 19:29:58,2016-12-30 19:29:58,Closed,Speakers,75,Phone,Medium,Existing problem,Standard,Closed - Compliant,Asia
W_Case.00201,W_User.00014,W_Account.00096,Shipping container appears damaged,"When your product arrived, the box was damaged, and I'm not certain if your product is working properly.  What's the return process?",Escalated,false,2016-10-25 04:42:43,2016-11-12 04:42:43,Escalated,Consumer,0,Q&A,Low,Existing problem,Standard,Open - Compliant,Europe and the Middle East
W_Case.00202,W_User.00005,W_Account.00024,Please change my contact information.,Hi!  My wife will be taking over this account.  How do I change the billing contact to her?,New,true,2015-12-06 13:07:27,2015-12-09 13:07:27,New,Enterprise,0,Email,Low,Mail delivery issue,Premium,Open - Compliant,Australia and New Zealand
W_Case.00203,W_User.00006,W_Account.00043,I can't understand the installation instructions,"I've just purchased your product, but I'm having trouble understanding the installation instructions. Can you help me get started?",New,false,2015-10-21 20:52:20,2015-10-25 20:52:20,New,Projectors,0,Website,Low,Existing problem,Standard,Open - Compliant,North America
W_Case.00204,W_User.00002,W_Account.00092,Customer called to make a payment,Customer called in to make a payment on their account and had a question about updating their mailing address.,Waiting on Customer,true,2015-10-24 10:29:12,2015-10-27 10:29:12,Waiting on Customer,Home Theatre,0,Mobile Device,Medium,Existing problem,Standard,Open - Violation,Australia and New Zealand
W_Case.00205,W_User.00010,W_Account.00015,How much do I owe on my bill?,I can't find my last billing statement and am unsure how much my bill should be this month.,Waiting on Customer,true,2015-06-24 11:17:01,2015-07-03 11:17:01,Waiting on Customer,Home Theatre,0,Facebook,Medium,Problem Resolved,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00206,W_User.00010,W_Account.00055,How do I change my communication preferences?,I'd like to switch from regular mail to email.  How do I do this?,Closed,false,2015-06-15 08:07:55,2015-06-15 08:07:55,Closed,Projectors,51,Community,Low,Documentation Issue,Premium,Closed - Compliant,Europe and the Middle East
W_Case.00207,W_User.00011,W_Account.00018,Purchase order question,"I was looking over my most recent bill, and there seems to be an extra line item.  Can you have a look at this for me?",Escalated,false,2015-05-24 17:52:08,2015-06-01 17:52:08,Escalated,Hotspot Services,0,Twitter,Medium,Existing problem,Standard,Open - Compliant,Asia
W_Case.00208,W_User.00004,W_Account.00006,Where do I get your mobile app?,"I'd like to use your mobile app, but I'm not sure where to get it.  Can you point me in the right direction?",Closed,false,2015-02-02 14:31:20,2015-02-04 14:31:20,Closed,Hotspot Services,54,Email,Medium,New problem,Premium,Closed - Compliant,Asia
W_Case.00209,W_User.00011,W_Account.00088,Troubleshooting issues with the product,I think the product I have is malfunctioning. Do I need an update or upgrade? What should I do?,Escalated,false,2016-08-20 18:10:23,2016-09-03 18:10:23,Escalated,Headphones,0,Community,Critical,Existing problem,Standard,Open - Compliant,North America
W_Case.00210,W_User.00015,W_Account.00098,Facebook Message from: Larry Baxter,"I've been a loyal customer for quite some time now, and I'd like to know if there's any program for recognizing and rewarding customers like me?",New,false,2015-10-09 16:34:16,2015-10-09 16:34:16,New,Speakers,0,Community,Medium,New problem,Standard,Open - Compliant,Europe and the Middle East
W_Case.00211,W_User.00010,W_Account.00016,Items missing from shipment.,"Our shipment arrived, but there are several items missing.  Would you mind confirming if they were on the invoice?",Working,false,2015-04-16 12:04:48,2015-04-16 12:04:48,Working,Headphones,0,Email,Low,New problem,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00212,W_User.00020,W_Account.00003,How do I set up auto-renewal?,"I'd like to set up auto-renewal on my account, but I can't figure out how to do it.  Can you help me?",Working,true,2016-01-27 18:23:41,2016-02-08 18:23:41,Working,Conferencing,0,Community,Low,Feature Request,Standard,Open - Compliant,North America
W_Case.00213,W_User.00015,W_Account.00010,Please change my contact information.,Hi!  My wife will be taking over this account.  How do I change the billing contact to her?,Warning,false,2016-04-02 19:47:11,2016-04-04 19:47:11,Warning,Headphones,0,Website,Low,Problem Resolved,Standard,Open - Compliant,Australia and New Zealand
W_Case.00214,W_User.00006,W_Account.00099,Product setup issues,"I recently received your product, but I'm having a little trouble getting started.  Would you be able to help me?  Thank you.",On Hold,true,2015-04-01 04:04:05,2015-04-08 04:04:05,On Hold,Home Theatre,0,Instagram,High,Problem Resolved,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00215,W_User.00014,W_Account.00018,Initiating return process.,Customer is having issues with the product and would like to initiate a return.,Warning,false,2015-08-07 19:58:20,2015-08-13 19:58:20,Warning,Projectors,0,Q&A,Low,Feature Request,Standard,Open - Compliant,Asia
W_Case.00216,W_User.00005,W_Account.00004,Bill payment clarification.,"I seem to have misplaced my last bill, and I want to be sure that it's paid. Can you please check this for me?",Closed,false,2015-06-30 21:37:42,2015-07-12 21:37:42,Closed,Speakers,53,Chat,Low,Existing problem,Standard,Closed - Compliant,North America
W_Case.00217,W_User.00006,W_Account.00069,Projector getting over heated,Need to replace the exhaust fan,On Hold,false,2016-02-11 09:56:16,2016-02-26 09:56:16,On Hold,Hotspot Services,0,Website,Low,Feature Request,Premium,Open - Compliant,Australia and New Zealand
W_Case.00218,W_User.00009,W_Account.00086,How do I set up auto-renewal?,I don't want to have to remember to renew my service each time.  How do I set this up so I don't have to?,On Hold,false,2015-08-20 19:08:05,2015-08-27 19:08:05,On Hold,Consumer,0,Twitter,Low,New problem,Standard,Open - Compliant,Asia
W_Case.00219,W_User.00013,W_Account.00038,Customer lost product manual and needs replacement,Customer has misplaced the product manual and would like a replacement.,Working,false,2016-04-21 15:32:02,2016-05-03 15:32:02,Working,Home Theatre,0,Email,Low,New problem,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00220,W_User.00018,W_Account.00057,Is my personal information safe?,"I've been hearing a lot about data security recently, and I'd just like to make sure that your company is keeping my personal information safe.",Working,true,2015-08-04 00:24:58,2015-08-07 00:24:58,Working,Enterprise,0,Email,Low,Mail delivery issue,Premium,Open - Compliant,Australia and New Zealand
W_Case.00221,W_User.00010,W_Account.00041,How do I exchange a product?,"The product I ordered isn't quite right for me, but there's another that I think will do the job.  Is there a way I can exchange them?",Working,true,2016-03-19 23:21:36,2016-03-29 23:21:36,Working,Enterprise,0,Twitter,Low,Existing problem,Premium,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00222,W_User.00011,W_Account.00086,How do I change my password?,I'd like to change my password to make it more secure.  Where do I do this?,Escalated,false,2015-12-01 05:59:45,2015-12-04 05:59:45,Escalated,Home Theatre,0,Instagram,Low,Feature Request,Standard,Open - Compliant,Asia
W_Case.00223,W_User.00008,W_Account.00061,Please change my contact information.,Hi!  My wife will be taking over this account.  How do I change the billing contact to her?,Closed,false,2015-05-22 19:13:46,2015-05-30 19:13:46,Closed,Projectors,78,Twitter,Low,Problem Resolved,Standard,Closed - Compliant,North America
W_Case.00224,W_User.00019,W_Account.00029,Projector lamp replacement,how to?,Closed,false,2015-01-28 21:09:01,2015-02-04 21:09:01,Closed,Conferencing,54,Twitter,Low,Hardware Issue,Standard,Closed - Compliant,Europe and the Middle East
W_Case.00225,W_User.00010,W_Account.00002,How do I upgrade my service?,I really like your service and I'd like to get the upgraded service.  How do I go about doing this?,Warning,true,2016-06-08 20:02:27,2016-06-26 20:02:27,Warning,Headphones,0,LinkedIn,Low,Feature Request,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00226,W_User.00009,W_Account.00014,Billing statement reprint,I've managed to lose my most recent billing statement from you.  Would you mind sending me a reprint?  That would really help me out.  Thank you!,Working,false,2015-10-09 01:27:35,2015-10-09 01:27:35,Working,Hotspot Services,0,Website,Low,Mail delivery issue,Standard,Open - Violation,24/7 Follow-The-Sun Service
W_Case.00227,W_User.00008,W_Account.00030,What does your service contract cover?,I'm deciding if I need a service contract for your products.  Where can I find out what's covered and what's not?,Escalated,true,2016-11-29 17:41:53,2016-12-05 17:41:53,Escalated,Conferencing,0,Website,Medium,Feature Request,Standard,Open - Compliant,Europe and the Middle East
W_Case.00228,W_User.00017,W_Account.00070,Purchase order question,"I was looking over my most recent bill, and there seems to be an extra line item.  Can you have a look at this for me?",Escalated,false,2015-07-04 01:42:15,2015-07-04 01:42:15,Escalated,Hotspot Services,0,Community,Low,Existing problem,Standard,Open - Violation,24/7 Follow-The-Sun Service
W_Case.00229,W_User.00003,W_Account.00060,Can you expedite my order?,I need to receive my order right away.  Is there a way you can expedite it?,Working,false,2016-12-16 15:56:32,2016-12-16 15:56:32,Working,Projectors,0,Phone,Low,Problem Resolved,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00230,W_User.00008,W_Account.00039,Was our last payment correct?,Our records indicate that we may have underpaid for our last order.  Can you please send a copy of our invoice?,Response Received,false,2015-03-08 17:07:03,2015-03-08 17:07:03,Response Received,Headphones,0,Website,Medium,Hardware Issue,Premium,Open - Compliant,North America
W_Case.00231,W_User.00005,W_Account.00037,Problem with my bill,I've been billed twice this month.  Please resolve ASAP.,Working,false,2015-12-09 20:35:32,2015-12-11 20:35:32,Working,Conferencing,0,Email,Low,Hardware Issue,Standard,Open - Compliant,North America
W_Case.00232,W_User.00007,W_Account.00075,I received the wrong invoice.,I received a different customer's invoice.  Would you mind sending me mine so I can pay it?,Escalated,false,2015-04-30 16:51:38,2015-05-12 16:51:38,Escalated,Consumer,0,Facebook,High,Problem Resolved,Standard,Open - Compliant,Australia and New Zealand
W_Case.00233,W_User.00003,W_Account.00078,How do I sign up for your email newsletter?,I'm interested in receiving your email newsletter.  How do I sign up for it?,Working,false,2015-01-27 13:38:45,2015-01-27 13:38:45,Working,Speakers,0,Website,Critical,Feature Request,Standard,Open - Compliant,Australia and New Zealand
W_Case.00234,W_User.00016,W_Account.00046,Product upgrade suggestion,I think your product would be much better if we were able to upgrade it ourselves.,On Hold,false,2016-03-27 19:45:30,2016-03-27 19:45:30,On Hold,Hotspot Services,0,Website,High,Mail delivery issue,Standard,Open - Violation,Europe and the Middle East
W_Case.00235,W_User.00001,W_Account.00026,Question on my most recent order.,"I recently received my order, but the invoice had the wrong date on it  Can you please look into this for me?  Thank you!",Working,false,2016-05-01 20:35:40,2016-05-07 20:35:40,Working,Conferencing,0,Mobile Device,Low,New problem,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00236,W_User.00007,W_Account.00001,I have a product suggestion.,"I've been using your products for a long time, and I have a suggestion that I think would make them even better.  What's the best way to share this with you?",Attention,false,2016-12-19 21:44:21,2016-12-29 21:44:21,Attention,Speakers,0,Facebook,Low,New problem,Standard,Open - Compliant,North America
W_Case.00237,W_User.00014,W_Account.00023,Please change my contact information.,Hi!  My wife will be taking over this account.  How do I change the billing contact to her?,Waiting on Customer,false,2016-01-26 01:19:23,2016-01-26 01:19:23,Waiting on Customer,Speakers,0,LinkedIn,Medium,Documentation Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00238,W_User.00014,W_Account.00052,How do I set up auto-payment?,I'd like to set up automatic payments rather than having to remember each time.  How do I go about doing this?,Working,true,2016-05-09 21:42:19,2016-05-14 21:42:19,Working,Conferencing,0,Mobile Device,Low,Documentation Issue,Standard,Open - Violation,24/7 Follow-The-Sun Service
W_Case.00239,W_User.00005,W_Account.00011,What are your service hours?,"I'm located abroad, and I'd like to know if you have service hours outside of regular business hours.",New,false,2015-12-15 18:23:36,2015-12-17 18:23:36,New,Headphones,0,Facebook,Low,Software Issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00240,W_User.00001,W_Account.00036,Troubleshooting issues with the product,I think the product I have is malfunctioning. Do I need an update or upgrade? What should I do?,Working,false,2016-09-04 05:58:27,2016-09-16 05:58:27,Working,Conferencing,0,Email,Medium,Feature Request,Standard,Open - Compliant,Australia and New Zealand
W_Case.00241,W_User.00013,W_Account.00098,What are your support hours?,Can I call on Saturdays?  I work during the week and am not able to call during regular working hours..,On Hold,false,2015-09-25 19:13:30,2015-10-07 19:13:30,On Hold,Conferencing,0,Phone,Low,New problem,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00242,W_User.00003,W_Account.00021,Customer called to make a payment,Customer called in to make a payment on their account and had a question about updating their mailing address.,Attention,false,2016-03-08 15:57:30,2016-03-08 15:57:30,Attention,Consumer,0,Community,Medium,New problem,Standard,Open - Compliant,Europe and the Middle East
W_Case.00243,W_User.00010,W_Account.00048,How much do I owe on my bill?,I can't find my last billing statement and am unsure how much my bill should be this month.,Escalated,true,2016-07-02 21:34:49,2016-07-04 21:34:49,Escalated,Hotspot Services,0,Community,Low,Problem Resolved,Standard,Open - Compliant,Asia
W_Case.00244,W_User.00013,W_Account.00067,How do I change my communication preferences?,I'd like to switch from regular mail to email.  How do I do this?,Waiting on Customer,false,2016-10-24 16:20:27,2016-10-26 16:20:27,Waiting on Customer,Hotspot Services,0,Facebook,Critical,Problem Resolved,Standard,Open - Compliant,Europe and the Middle East
W_Case.00245,W_User.00012,W_Account.00020,Question on my most recent order.,"I recently received my order, but the invoice had the wrong date on it  Can you please look into this for me?  Thank you!",Closed in Community,false,2016-10-21 08:22:10,2016-11-02 08:22:10,Closed in Community,Home Theatre,69,Email,Low,Mail delivery issue,Standard,Closed - Compliant,Australia and New Zealand
W_Case.00246,W_User.00001,W_Account.00029,Error on my bill,It appears that I was charged twice this month on my bill.  Can you help?,On Hold,false,2016-12-27 06:50:13,2017-01-04 06:50:13,On Hold,Enterprise,0,Chat,Low,Problem Resolved,Premium,Open - Violation,Europe and the Middle East
W_Case.00247,W_User.00014,W_Account.00027,Items missing from shipment.,"Our shipment arrived, but there are several items missing.  Would you mind confirming if they were on the invoice?",New,false,2016-12-26 06:34:16,2016-12-26 06:34:16,New,Conferencing,0,Instagram,High,Software Issue,Standard,Open - Compliant,North America
W_Case.00248,W_User.00012,W_Account.00027,Question about my invoice,There appears to be an error on my invoice. Can you help me correct it so I can get it paid?,New,true,2016-09-13 21:03:43,2016-09-13 21:03:43,New,Headphones,0,Phone,Low,Existing problem,Premium,Open - Violation,24/7 Follow-The-Sun Service
W_Case.00249,W_User.00004,W_Account.00058,What are your support hours?,Can I call on Saturdays?  I work during the week and am not able to call during regular working hours..,Working,true,2015-08-07 18:50:17,2015-08-15 18:50:17,Working,Hotspot Services,0,LinkedIn,Low,Hardware Issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00250,W_User.00020,W_Account.00035,Assembly instruction help,Need some help with the assembly instructions,Closed,false,2016-10-13 09:32:08,2016-10-13 09:32:08,Closed,Headphones,92,Website,Low,Hardware Issue,Standard,Closed - Compliant,Asia
W_Case.00251,W_User.00015,W_Account.00079,How do I become a partner?,I'm interested in becoming one of your partners.  How do I go about doing this?,Working,false,2015-11-21 02:14:08,2015-11-26 02:14:08,Working,Enterprise,0,Email,Medium,Problem Resolved,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00252,W_User.00012,W_Account.00066,How do I obtain your annual report?,"I'm researching successful companies, and I'm unable to find your annual report.  Can you guide me to the right place?",Working,false,2015-11-01 18:39:41,2015-11-05 18:39:41,Working,Speakers,0,Mobile Device,Critical,Existing problem,Standard,Open - Compliant,Europe and the Middle East
W_Case.00253,W_User.00011,W_Account.00026,How do I set up auto-renewal?,I don't want to have to remember to renew my service each time.  How do I set this up so I don't have to?,Escalated,true,2015-03-18 22:07:22,2015-04-05 22:07:22,Escalated,Hotspot Services,0,Email,Low,Hardware Issue,Standard,Open - Compliant,North America
W_Case.00254,W_User.00001,W_Account.00002,How do I become a partner?,I'm interested in becoming one of your partners.  How do I go about doing this?,Closed,false,2016-05-19 10:45:37,2016-05-31 10:45:37,Closed,Speakers,88,Instagram,Critical,Documentation Issue,Standard,Closed - Compliant,Australia and New Zealand
W_Case.00255,W_User.00001,W_Account.00041,Billing issue,There's a problem with my bill - I have two statements for this month.  Please help!,Working,false,2015-07-09 07:39:52,2015-07-24 07:39:52,Working,Projectors,0,Website,Medium,New problem,Standard,Open - Compliant,Europe and the Middle East
W_Case.00256,W_User.00012,W_Account.00006,Setup Instructions are missing,I just received a package from you but it's missing installation instructions. Can you help me?,Waiting on Customer,false,2015-11-02 14:49:45,2015-11-09 14:49:45,Waiting on Customer,Home Theatre,0,Phone,Low,Feature Request,Standard,Open - Compliant,North America
W_Case.00257,W_User.00015,W_Account.00003,How do I set up auto-renewal?,"I'd like to set up auto-renewal on my account, but I can't figure out how to do it.  Can you help me?",Attention,true,2015-06-11 12:05:03,2015-06-17 12:05:03,Attention,Enterprise,0,Mobile Device,High,Hardware Issue,Standard,Open - Compliant,Asia
W_Case.00258,W_User.00006,W_Account.00004,Can you help me get set up?,"I've just become a customer, and I'd like to get set up.  Can you please walk me through the steps necessary to do this?",New,false,2016-07-05 14:19:03,2016-07-06 14:19:03,New,Hotspot Services,0,Mobile Device,Medium,Problem Resolved,Standard,Open - Compliant,Asia
W_Case.00259,W_User.00003,W_Account.00019,What does your service contract cover?,I'm deciding if I need a service contract for your products.  Where can I find out what's covered and what's not?,New,false,2016-05-25 18:23:00,2016-05-29 18:23:00,New,Consumer,0,Phone,Medium,Documentation Issue,Standard,Open - Compliant,Asia
W_Case.00260,W_User.00020,W_Account.00006,Help with a product issue?,"I'm using your product, and it doesn't seem to be working the way I expected.  Can you help me figure this out?",Attention,false,2016-04-01 23:39:10,2016-04-06 23:39:10,Attention,Consumer,0,Website,Medium,Mail delivery issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00261,W_User.00015,W_Account.00030,Is my personal information safe?,"I've been hearing a lot about data security recently, and I'd just like to make sure that your company is keeping my personal information safe.",Working,false,2015-06-15 23:51:06,2015-06-25 23:51:06,Working,Headphones,0,Facebook,Critical,Software Issue,Standard,Open - Compliant,Asia
W_Case.00262,W_User.00011,W_Account.00035,Facebook Message from: Larry Baxter,"I've been a loyal customer for quite some time now, and I'd like to know if there's any program for recognizing and rewarding customers like me?",On Hold,false,2016-06-22 07:57:57,2016-06-24 07:57:57,On Hold,Consumer,0,Phone,Low,New problem,Standard,Open - Compliant,Europe and the Middle East
W_Case.00263,W_User.00008,W_Account.00096,Setup Instructions are missing,I just received a package from you but it's missing installation instructions. Can you help me?,Response Received,false,2016-07-01 18:40:31,2016-07-01 18:40:31,Response Received,Conferencing,0,Website,Medium,New problem,Standard,Open - Violation,Europe and the Middle East
W_Case.00264,W_User.00020,W_Account.00035,Problem with my bill,I've been billed twice this month.  Please resolve ASAP.,Working,false,2015-05-02 22:59:14,2015-05-23 22:59:14,Working,Projectors,0,Email,Low,Mail delivery issue,Standard,Open - Compliant,North America
W_Case.00265,W_User.00018,W_Account.00056,Troubleshooting issues with the product,I think the product I have is malfunctioning. Do I need an update or upgrade? What should I do?,Waiting on Customer,false,2015-05-14 04:52:53,2015-05-23 04:52:53,Waiting on Customer,Enterprise,0,Website,Medium,Documentation Issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00266,W_User.00019,W_Account.00066,How do I change my communication preferences?,I'd like to switch from regular mail to email.  How do I do this?,Working,true,2015-08-05 15:39:54,2015-08-05 15:39:54,Working,Headphones,0,Google,High,Problem Resolved,Standard,Open - Compliant,Australia and New Zealand
W_Case.00267,W_User.00019,W_Account.00001,Does your app work on my mobile device?,"I have an older mobile phone, and I don't know if your app will run on it.  How would I find out?",Escalated,false,2015-01-20 04:13:48,2015-02-04 04:13:48,Escalated,Home Theatre,0,Community,Low,New problem,Standard,Open - Compliant,North America
W_Case.00268,W_User.00014,W_Account.00021,How do I change my communication preferences?,I'd like to switch from regular mail to email.  How do I do this?,Warning,true,2015-07-03 04:43:17,2015-07-03 04:43:17,Warning,Projectors,0,Website,Low,Hardware Issue,Standard,Open - Violation,Europe and the Middle East
W_Case.00269,W_User.00007,W_Account.00075,Need additional product information,I just became in charge of your product at my company. Can you send me some additional information on how it works?,Working,false,2015-05-03 09:19:22,2015-05-06 09:19:22,Working,Enterprise,0,Email,Low,Hardware Issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00270,W_User.00006,W_Account.00021,How do I exchange a product?,"The product I ordered isn't quite right for me, but there's another that I think will do the job.  Is there a way I can exchange them?",Closed,true,2015-12-28 21:59:41,2016-01-04 21:59:41,Closed,Enterprise,76,Phone,Low,Mail delivery issue,Standard,Closed - Compliant,Europe and the Middle East
W_Case.00271,W_User.00004,W_Account.00082,"Product damaged, mishandled during shipping.","When my order arrived, the corner of the box was crushed, and the product had visible damage to it.  How would I return this to get a new one?",Working,false,2015-05-11 22:56:20,2015-05-15 22:56:20,Working,Projectors,0,Phone,Low,Problem Resolved,Standard,Open - Compliant,North America
W_Case.00272,W_User.00003,W_Account.00006,How do I exchange a product?,"The product I ordered isn't quite right for me, but there's another that I think will do the job.  Is there a way I can exchange them?",On Hold,true,2016-11-10 11:38:45,2016-11-12 11:38:45,On Hold,Home Theatre,0,Mobile Device,Medium,Documentation Issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00273,W_User.00020,W_Account.00039,Projector getting over heated,Need to replace the exhaust fan,New,false,2016-04-27 19:16:09,2016-05-03 19:16:09,New,Enterprise,0,Email,Low,Feature Request,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00274,W_User.00012,W_Account.00051,Question about taxes on my order.,"Can you help me calculate the taxes on my order?  Because of my location, I'm not sure what they should be.",Response Received,false,2016-06-01 21:50:54,2016-06-11 21:50:54,Response Received,Headphones,0,Email,Low,Software Issue,Premium,Open - Compliant,North America
W_Case.00275,W_User.00006,W_Account.00065,Can't understand installation instructions,"I can't understand the installation instructions, and I'm stuck. Can someone please help?",Waiting on Customer,false,2016-08-19 05:11:02,2016-08-26 05:11:02,Waiting on Customer,Consumer,0,LinkedIn,Medium,Documentation Issue,Standard,Open - Compliant,Asia
W_Case.00276,W_User.00014,W_Account.00062,Can you expedite my order?,I need to receive my order right away.  Is there a way you can expedite it?,Waiting on Customer,false,2016-05-05 01:03:28,2016-05-05 01:03:28,Waiting on Customer,Projectors,0,Phone,Low,Existing problem,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00277,W_User.00011,W_Account.00041,Question on my most recent order.,"I recently received my order, but the invoice had the wrong date on it  Can you please look into this for me?  Thank you!",Closed,true,2016-03-03 19:40:09,2016-03-05 19:40:09,Closed,Projectors,77,Website,Medium,Feature Request,Premium,Closed - Violation,Asia
W_Case.00278,W_User.00010,W_Account.00069,I have a question about my contract.,Is there any sort of penalty for early renewal?  I can't seem to find anything about it.,Closed,false,2016-04-27 05:40:01,2016-05-05 05:40:01,Closed,Home Theatre,93,Community,Low,New problem,Standard,Closed - Compliant,Europe and the Middle East
W_Case.00279,W_User.00001,W_Account.00026,Shipping container appears damaged,"When your product arrived, the box was damaged, and I'm not certain if your product is working properly.  What's the return process?",Working,true,2016-07-12 17:04:27,2016-07-21 17:04:27,Working,Hotspot Services,0,Email,Medium,Existing problem,Standard,Open - Violation,Europe and the Middle East
W_Case.00280,W_User.00003,W_Account.00009,Please change my contact information.,Hi!  My wife will be taking over this account.  How do I change the billing contact to her?,Waiting on Customer,false,2016-02-25 07:42:35,2016-02-25 07:42:35,Waiting on Customer,Home Theatre,0,Phone,Low,Mail delivery issue,Standard,Open - Compliant,North America
W_Case.00281,W_User.00013,W_Account.00053,Projector getting over heated,Need to replace the exhaust fan,Working,false,2015-01-18 18:38:48,2015-01-22 18:38:48,Working,Enterprise,0,Email,Low,Existing problem,Premium,Open - Compliant,North America
W_Case.00282,W_User.00013,W_Account.00088,Does your app work on my mobile device?,"I have an older mobile phone, and I don't know if your app will run on it.  How would I find out?",Working,false,2016-12-01 23:13:32,2016-12-07 23:13:32,Working,Consumer,0,Phone,Medium,Problem Resolved,Standard,Open - Compliant,Australia and New Zealand
W_Case.00283,W_User.00007,W_Account.00019,Where can I purchase your products?,"I've done my research, and I'm ready to buy.  Where can I purchase your products in my region?",Closed,false,2015-01-26 23:20:08,2015-02-05 23:20:08,Closed,Projectors,59,Instagram,Medium,Software Issue,Standard,Closed - Compliant,Asia
W_Case.00284,W_User.00008,W_Account.00095,Customer would like to upgrade,"The customer is happy with our service and is interested in upgrading, but needs help.",On Hold,false,2016-07-12 00:21:46,2016-07-12 00:21:46,On Hold,Headphones,0,Email,Medium,Hardware Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00285,W_User.00014,W_Account.00005,Please send shipping confirmation.,"I placed an order last week, but still haven't received a shipping confirmation.  Can you please sent it to me?",Working,false,2016-03-01 15:33:07,2016-03-01 15:33:07,Working,Projectors,0,Twitter,High,Software Issue,Standard,Open - Compliant,North America
